"";"sentimentTerm";"score"
"1845";"maximieren";0,004
"1846";"maximum";0,004
"1847";"meckern";-0,031
"1848";"meiden";-0,332
"1849";"meisterhaft";0,004
"1850";"meisterlich";0,004
"1851";"meisterschaft";0,004
"1852";"meisterwerk";0,004
"1853";"melancholie";-0,1859
"1854";"melancholisch";-0,0048
"1855";"melodrama";-0,0048
"1856";"melodramatisch";-0,0048
"1857";"menschenunwürdig";-0,3144
"1858";"menschenwürde";0,004
"1859";"menschenwürdig";0,004
"1860";"menschlich";0,3324
"1861";"menschlichkeit";0,004
"1862";"merkwürdig";-0,0431
"1863";"merkwürdigkeit";-0,0048
"1864";"messbar";0,004
"1865";"mies";-0,0048
"1866";"miesepetrig";-0,0048
"1867";"mild";0,3303
"1868";"milde";0,004
"1869";"mindern";-0,057
"1870";"minderung";-0,0048
"1871";"minderwertig";-0,613
"1872";"minderwertigkeit";-0,3201
"1873";"miserabel";-0,2004
"1874";"missachten";-0,0048
"1875";"missachtung";-0,0048
"1876";"missbrauch";-0,0048
"1877";"missbrauchen";-0,0048
"1878";"missfallen";-0,0048
"1879";"missgelaunt";-0,297
"1880";"missgeschick";-0,0472
"1881";"missglück";-0,0048
"1882";"missglücken";-0,0048
"1883";"misslingen";-0,0048
"1884";"missmutig";-0,3166
"1885";"missraten";-0,0048
"1886";"misstrauen";-0,4778
"1887";"misstrauensantrag";-0,0048
"1888";"misstrauisch";-0,3333
"1889";"missverständnis";-0,4756
"1890";"missverstehen";-0,3202
"1891";"mist";-0,17275
"1892";"miteinander";0,3697
"1893";"mitfühlen";0,0922
"1894";"mitgefühl";0,004
"1895";"mitmenschlich";0,004
"1896";"mittellos";-0,0048
"1897";"mittellosigkeit";-0,0048
"1898";"mittelmäßig";-0,1871
"1899";"mittelmäßigkeit";-0,0048
"1900";"mobil";0,004
"1901";"mobilisieren";0,004
"1902";"mobilität";0,004
"1903";"modern";0,2287
"1904";"modernisieren";0,004
"1905";"modernisierung";0,004
"1906";"modernität";0,004
"1907";"mögen";0,345
"1908";"möglich";0,004
"1909";"möglichkeit";0,004
"1910";"mondän";0,004
"1911";"monoton";-0,0533
"1912";"monotonie";-0,0048
"1913";"monumental";0,004
"1914";"moral";0,004
"1915";"moralisch";0,004
"1916";"morbid";-0,0048
"1917";"mörderisch";-0,0384
"1918";"mord";-0,3595
"1919";"morden";-0,0048
"1920";"motivation";0,004
"1921";"motivieren";0,2248
"1922";"motiviert";0,3541
"1923";"müde";-0,0048
"1924";"müdigkeit";-0,1995
"1925";"mühe";-0,0048
"1926";"mühelos";0,004
"1927";"mühsam";-0,3336
"1928";"müll";-0,3377
"1929";"murren";-0,0496
"1930";"mürrisch";-0,4658
"1931";"mustergültig";0,004
"1932";"mut";0,6093
"1933";"mutig";0,3435
"1934";"mutlos";-0,0048
"1935";"mutlosigkeit";-0,0048
"1936";"nachahmenswert";0,0818
"1937";"nachhaltig";0,004
"1938";"nachhaltigkeit";0,004
"1939";"nachlassen";-0,0048
"1940";"nachlässig";-0,3307
"1941";"nachlässigkeit";-0,0048
"1942";"nachteil";-0,8102
"1943";"nachteilig";-0,3357
"1944";"nah";0,2267
"1945";"nähe";0,0911
"1946";"nähren";0,004
"1947";"naivität";-0,0048
"1948";"naiv";-0,0675
"1949";"namhaft";0,004
"1950";"närrisch";-0,0443
"1951";"narr";-0,335
"1952";"negativ";-0,4949
"1953";"negativität";-0,3155
"1954";"neid";-0,4729
"1955";"neidisch";-0,0048
"1956";"nennenswert";0,004
"1957";"nerven";-0,1374
"1958";"nervenaufreibend";-0,0376
"1959";"nervig";-0,0048
"1960";"nervös";-0,0042
"1961";"nervosität";-0,1833
"1962";"nett";0,1405
"1963";"neu";0,004
"1964";"neustart";-0,0504
"1965";"neutralisieren";-0,1892
"1966";"niedergang";-0,0048
"1967";"niedergeschlagen";-0,4708
"1968";"niedergeschlagenheit";-0,0048
"1969";"niedergleitend";-0,0048
"1970";"niederlage";-0,3651
"1971";"niederschlagen";-0,1871
"1972";"niederschmetternd";-0,0436
"1973";"niederträchtig";-0,45
"1974";"niedlich";0,0987
"1975";"niedrig";-0,3623
"1976";"nörgeln";-0,1789
"1977";"nötigen";-0,0048
"1978";"not";-0,2187
"1979";"notfall";-0,0468
"1980";"nötigung";-0,0048
"1981";"notstand";-0,0048
"1982";"nutzbringend";0,004
"1983";"nutzen";0,004
"1984";"nützen";0,004
"1985";"nützlich";0,2302
"1986";"nutzlos";-0,485
"1987";"nutzlosigkeit";-0,0048
"1988";"oase";0,004
"1989";"oberflächlich";-0,1794
"1990";"oberflächlichkeit";-0,3299
"1991";"öde";-0,457
"1992";"offensichtlich";0,004
"1993";"offensive";-0,0048
"1994";"ominös";-0,0048
"1995";"opposition";-0,3631
"1996";"optimal";0,2162
"1997";"optimalität";0,004
"1998";"optimismus";0,0882
"1999";"optimist";0,0836
"2000";"optimistisch";0,004
"2001";"ordentlich";0,0073
"2002";"ordnungsgemäß";0,004
"2003";"ordnungsmäßigkeit";0,004
"2004";"ordnungswidrig";-0,171
"2005";"originalität";0,004
"2006";"original";0,004
"2007";"packend";0,004
"2008";"panik";-0,3429
"2009";"panisch";-0,0048
"2010";"panne";-0,1901
"2011";"pannenhilfe";0,004
"2012";"paradies";0,004
"2013";"paradiesisch";0,2068
"2014";"partner";0,004
"2015";"partnerschaft";0,0779
"2016";"partnerschaftlich";0,004
"2017";"passend";0,1201
"2018";"pech";-0,4823
"2019";"peinlich";-0,0048
"2020";"perfekt";0,7299
"2021";"perfektion";0,004
"2022";"perfektionismus";0,004
"2023";"perfektionist";0,004
"2024";"pessimismus";-0,4715
"2025";"pessimistisch";-0,3359
"2026";"pest";-0,3456
"2027";"pflege";0,004
"2028";"pflegen";0,2325
"2029";"pflicht";-0,3577
"2030";"pflichtwidrig";-0,0048
"2031";"phänomenal";0,08
"2032";"phantasie";0,075
"2033";"phantasievoll";0,3064
"2034";"phantastisch";0,565
"2035";"pikiert";-0,0048
"2036";"planlos";-0,1869
"2037";"planmäßig";0,004
"2038";"planvoll";0,004
"2039";"plausibel";0,004
"2040";"plausibilität";0,004
"2041";"pleite";-0,3323
"2042";"pompös";0,004
"2043";"populär";0,004
"2044";"positiv";0,004
"2045";"positivität";0,004
"2046";"potent";0,0864
"2047";"potenz";0,004
"2048";"pracht";0,004
"2049";"prächtig";0,335
"2050";"prächtigkeit";0,004
"2051";"prachtvoll";0,004
"2052";"präferenz";0,004
"2053";"praktikabel";0,0744
"2054";"praktikabilität";0,004
"2055";"praktisch";0,1026
"2056";"prall";0,09
"2057";"präzis";0,004
"2058";"präzise";0,004
"2059";"präzision";0,004
"2060";"preisgünstig";0,004
"2061";"preissturz";-0,0048
"2062";"prekär";-0,3272
"2063";"premium";0,004
"2064";"prestige";0,004
"2065";"prima";0,5766
"2066";"primitiv";-0,7475
"2067";"privileg";0,004
"2068";"privilegiert";0,004
"2069";"problem";-0,3865
"2070";"problematisch";-0,3524
"2071";"problemlos";0,004
"2072";"produktivität";0,004
"2073";"produktiv";0,004
"2074";"profan";-0,0048
"2075";"professionell";0,467
"2076";"profiliert";0,004
"2077";"profit";0,004
"2078";"profitabel";0,004
"2079";"profitieren";0,004
"2080";"progression";0,004
"2081";"progressiv";0,004
"2082";"prominent";0,004
"2083";"propaganda";-0,4893
"2084";"protest";-0,3564
"2085";"protestieren";-0,0048
"2086";"protzig";0,004
"2087";"provisorisch";-0,0048
"2088";"provisorium";-0,0048
"2089";"provokation";-0,0048
"2090";"provozieren";-0,3369
"2091";"prügeln";-0,0507
"2092";"prunkvoll";0,004
"2093";"pünktlich";0,086
"2094";"pünktlichkeit";0,004
"2095";"puppig";0,004
"2096";"quälen";-0,1929
"2097";"qualifikation";0,004
"2098";"qualifizieren";0,004
"2099";"qualifiziert";0,004
"2100";"qualität";0,004
"2101";"qualitativ";0,004
"2102";"qualitätsminderung";-0,3096
"2103";"qualitätsverbesserung";0,004
"2104";"qualitätsvoll";0,004
"2105";"qual";-0,0402
"2106";"qualvoll";-0,0048
"2107";"quicklebendig";0,004
"2108";"rabiat";-0,0402
"2109";"rächen";-0,3489
"2110";"rache";-0,3534
"2111";"radikal";-0,487
"2112";"raffiniert";0,004
"2113";"rammen";-0,0048
"2114";"ramponieren";-0,0048
"2115";"rasend";-0,0048
"2116";"rational";0,004
"2117";"ratlosigkeit";-0,0048
"2118";"rätselraten";-0,0048
"2119";"rat";0,004
"2120";"räuber";-0,3508
"2121";"raub";-0,0048
"2122";"rauh";-0,0286
"2123";"rausgeschmissen";-0,1863
"2124";"realistisch";0,2089
"2125";"rebellen";-0,0048
"2126";"rebellion";-0,0048
"2127";"rebellisch";-0,1706
"2128";"rechtfertigen";0,004
"2129";"rechthaberisch";-0,0048
"2130";"rechtlich";0,004
"2131";"rechtmäßig";0,004
"2132";"rechtmäßigkeit";0,004
"2133";"rechtsgültig";0,004
"2134";"rechtsgültigkeit";0,004
"2135";"recht";0,004
"2136";"rechtswidrig";-0,3406
"2137";"rechtswidrigkeit";-0,0499
"2138";"redundanz";-0,0048
"2139";"reduzieren";-0,0048
"2140";"rehabilitation";0,004
"2141";"rehabilitieren";0,004
"2142";"reibungslos";0,1965
"2143";"reich";0,1247
"2144";"reichhaltig";0,209
"2145";"reichlich";0,3617
"2146";"reichtum";0,004
"2147";"reif";0,0807
"2148";"reifen";0,0886
"2149";"rein";0,004
"2150";"reinfall";-0,0048
"2151";"reinheit";0,004
"2152";"reinigen";0,004
"2153";"reinigung";0,004
"2154";"reizend";0,0787
"2155";"reizvoll";0,004
"2156";"reklamation";-0,0048
"2157";"relevant";0,004
"2158";"relevanz";0,004
"2159";"renitent";-0,0048
"2160";"renommiert";0,004
"2161";"renovieren";0,004
"2162";"renovierung";0,004
"2163";"rentabel";0,004
"2164";"rentabilität";0,004
"2165";"reparatur";-4e-04
"2166";"reparieren";0,004
"2167";"repetiv";-0,0048
"2168";"repräsentativ";0,004
"2169";"respekt";0,004
"2170";"respektabel";0,004
"2171";"respektieren";0,004
"2172";"respektvoll";0,004
"2173";"retten";0,004
"2174";"rettung";0,0707
"2175";"revanchieren";0,004
"2176";"revolte";-0,0048
"2177";"revolution";-0,0048
"2178";"rezession";-0,3454
"2179";"richtig";0,004
"2180";"richtigstellen";0,004
"2181";"riesengroß";0,004
"2182";"riesig";0,4554
"2183";"risiko";-0,687
"2184";"riskant";-0,0482
"2185";"riskieren";-0,3328
"2186";"rivale";-0,0502
"2187";"rivalität";-0,0048
"2188";"robust";0,0968
"2189";"robustheit";0,004
"2190";"romantik";0,0688
"2191";"romantisch";0,6965
"2192";"rosarot";0,004
"2193";"rosig";0,0755
"2194";"rost";-0,0048
"2195";"rosten";-0,0048
"2196";"ruchlos";-0,037
"2197";"ruckeln";-0,0387
"2198";"rückendeckung";0,004
"2199";"rückfall";-0,0048
"2200";"rückgang";-0,2096
"2201";"rückgrat";0,004
"2202";"rückhaltlos";0,004
"2203";"rückläufig";-0,0544
"2204";"rückschritt";-0,0048
"2205";"rücksendung";-0,3465
"2206";"rücksicht";0,004
"2207";"rücksichtslos";-0,4754
"2208";"rücksichtslosigkeit";-0,0048
"2209";"rücksichtsvoll";0,004
"2210";"rückstand";-0,063
"2211";"rückständig";-0,0048
"2212";"rückständigkeit";-0,0048
"2213";"rücktritt";-0,0048
"2214";"rückversichern";0,004
"2215";"rückversicherung";0,004
"2216";"rückwärts";-0,3496
"2217";"rückzug";-0,3501
"2218";"rüde";-0,0048
"2219";"ruhe";0,5017
"2220";"ruhig";0,3815
"2221";"ruhm";0,004
"2222";"ruhmreich";0,004
"2223";"rührig";0,004
"2224";"ruinös";-0,0048
"2225";"ruin";-0,0048
"2226";"ruppig";-0,0048
"2227";"rutsch";-0,0048
"2228";"rutschen";-0,0048
"2229";"sabotage";-0,0048
"2230";"sabotieren";-0,0048
"2231";"sachgemäß";0,004
"2232";"sackgasse";-0,3455
"2233";"sagenhaft";0,0907
"2234";"sanft";0,338
"2235";"satt";0,3557
"2236";"sauber";0,3553
"2237";"sauberkeit";0,0755
"2238";"sauer";-0,0048
"2239";"schäbig";-0,0421
"2240";"schade";-0,0048
"2241";"schaden";-0,5299
"2242";"schäden";-0,3731
"2243";"schadensbild";-0,0048
"2244";"schadhaft";-0,0048
"2245";"schädigend";-0,1779
"2246";"schädigenden";-0,3284
"2247";"schädigung";-0,0048
"2248";"schädlich";-0,9269
"2249";"schaffen";0,004
"2250";"schal";-0,0048
"2251";"schämen";-0,893
"2252";"scham";-0,4829
"2253";"schamlos";-0,3332
"2254";"schande";-0,0048
"2255";"scharf";0,2248
"2256";"schatz";0,1096
"2257";"schätzen";0,1175
"2258";"schauerlich";-0,0048
"2259";"schaurig";-0,0048
"2260";"scheiden";-0,0557
"2261";"scheidung";-0,2023
"2262";"scheiss";-0,1838
"2263";"scheiß";-0,3381
"2264";"scheiße";-0,2945
"2265";"scheisse";-0,0226
"2266";"scheitern";-0,3524
"2267";"schelte";-0,0048
"2268";"schelten";-0,3143
"2269";"schenken";0,204
"2270";"schenkung";0,004
"2271";"scheusslich";-0,0048
"2272";"scheußlich";-0,1834
"2273";"scheußlichkeit";-0,0048
"2274";"schick";0,3372
"2275";"schillern";0,004
"2276";"schillernd";0,004
"2277";"schimmelig";-0,304
"2278";"schimpfend";-0,0048
"2279";"schirmherr";0,004
"2280";"schirmherrschaft";0,004
"2281";"schlachtfeld";-0,0048
"2282";"schlaff";-0,0472
"2283";"schlag";-0,0048
"2284";"schlagen";-0,0306
"2285";"schlagend";0,004
"2286";"schlägerei";-0,0048
"2287";"schlamperei";-0,0048
"2288";"schlank";0,2349
"2289";"schlapp";-0,0048
"2290";"schlau";0,341
"2291";"schlauheit";0,004
"2292";"schlecht";-0,7706
"2293";"schlechtigkeit";-0,4646
"2294";"schleppend";-0,0048
"2295";"schlicht";-0,623
"2296";"schließen";-0,211
"2297";"schlimm";-0,1705
"2298";"schlimmer";-0,6494
"2299";"schlitterbahn";-0,0048
"2300";"schlotterig";-0,0048
"2301";"schlottern";-0,0048
"2302";"schlüssig";0,0809
"2303";"schmackhaft";0,217
"2304";"schmeichelnd";0,1874
"2305";"schmerz";-0,0048
"2306";"schmerzen";-0,3251
"2307";"schmerzerfüllt";-0,0048
"2308";"schmerzhaft";-0,3182
"2309";"schmerzlich";-0,0516
"2310";"schmerzvoll";-0,0428
"2311";"schmuck";0,004
"2312";"schmücken";0,004
"2313";"schmuggel";-0,0048
"2314";"schmuggeln";-0,0048
"2315";"schmutz";-0,0542
"2316";"schmutzig";-0,2984
"2317";"schnäppchen";0,004
"2318";"schnell";0,1169
"2319";"schnelligkeit";0,004
"2320";"schock";-0,0048
"2321";"schocken";-0,0396
"2322";"schockierend";-0,1933
"2323";"schön";0,0081
"2324";"schönheit";0,3286
"2325";"schonungslos";-0,461
"2326";"schräglauf";-0,0048
"2327";"schramme";-0,0048
"2328";"schreck";-0,194
"2329";"schrecklich";-0,0242
"2330";"schrott";-0,0534
"2331";"schrumpfen";-0,0048
"2332";"schubs";-0,0048
"2333";"schubsen";-0,1756
"2334";"schuftig";-0,0048
"2335";"schuld";-0,9686
"2336";"schulden";-0,0048
"2337";"schuldhaft";-0,3346
"2338";"schuldig";-0,7968
"2339";"schuldlos";0,004
"2340";"schuldlosigkeit";0,004
"2341";"schuldner";-0,0048
"2342";"schuldnerin";-0,0048
"2343";"schurke";-0,3306
"2344";"schutz";0,004
"2345";"schutzmaßnahmen";0,004
"2346";"schwach";-0,9206
"2347";"schwäche";-0,5035
"2348";"schwächen";-0,3372
"2349";"schwächlich";-0,3167
"2350";"schwächung";-0,337
"2351";"schwer";-0,0048
"2352";"schwerfällig";-0,0048
"2353";"schwerwiegend";-0,0048
"2354";"schwierig";-0,0245
"2355";"schwierigkeit";-0,0483
"2356";"schwinden";-0,0048
"2357";"schwindlig";-0,0512
"2358";"schwund";-0,0048
"2359";"schwung";0,238
"2360";"schwunghaft";0,004
"2361";"sehenswert";0,0947
"2362";"seicht";-0,1742
"2363";"selbstständig";0,004
"2364";"selbstständigkeit";0,004
"2365";"seltsam";-0,0048
"2366";"senken";-0,0596
"2367";"senkung";-0,0545
"2368";"sensation";0,004
"2369";"sensationell";0,086
"2370";"sensibel";0,098
"2371";"seriös";0,004
"2372";"seriösität";0,004
"2373";"sexy";0,3453
"2374";"sicher";0,3733
"2375";"sicherheit";0,004
"2376";"sichern";0,004
"2377";"sicherstellen";0,004
"2378";"sichtbar";0,004
"2379";"siegeszug";0,004
"2380";"simpel";0,004
"2381";"sinken";-0,2064
"2382";"sinn";0,004
"2383";"sinnlos";-0,6331
"2384";"sinnlosigkeit";-0,0048
"2385";"sinnvoll";0,004
"2386";"sintflut";-0,3313
"2387";"skandal";-0,0048
"2388";"skandalös";-0,0048
"2389";"skeptisch";-0,1985
"2390";"sklave";-0,3281
"2391";"sklavenarbeit";-0,0048
"2392";"skrupellos";-0,1814
"2393";"solid";0,004
"2394";"solidarisch";0,004
"2395";"solidarität";0,004
"2396";"sonnendurchflutet";0,004
"2397";"sonnig";0,2244
"2398";"sorge";-0,3618
"2399";"sorgen";0,1093
"2400";"sorgenfrei";0,004
"2401";"sorgenschwer";-0,0048
"2402";"sorgfältig";0,2119
"2403";"sorgfältigkeit";0,004
"2404";"sorglos";0,004
"2405";"sorglosigkeit";0,004
"2406";"sorgsam";0,004
"2407";"souverän";0,0711
"2408";"spannend";0,7165
"2409";"sparen";0,004
"2410";"sparsam";0,0907
"2411";"sparsamkeit";0,004
"2412";"spaß";0,2823
"2413";"spass";0,2429
"2414";"spaßig";0,0969
"2415";"spektakel";0,004
"2416";"spektakulär";0,0925
"2417";"spende";0,004
"2418";"spenden";0,004
"2419";"spezialität";0,004
"2420";"speziell";0,004
"2421";"spielend";0,004
"2422";"spielerisch";0,2
"2423";"spitze";0,2112
"2424";"spott";-0,3357
"2425";"sprengen";-0,0048
"2426";"sprengstoff";-0,0048
"2427";"sprengung";-0,0048
"2428";"spröde";-0,038
"2429";"sprung";0,004
"2430";"spürbar";0,004
"2431";"stabil";0,1016
"2432";"stabilisieren";0,004
"2433";"stabilität";0,004
"2434";"stagnation";-0,0048
"2435";"stagnieren";-0,0048
"2436";"standhaft";0,004
"2437";"standhaftigkeit";0,004
"2438";"stark";0,004
"2439";"stärke";0,004
"2440";"stärken";0,004
"2441";"starr";-0,0048
"2442";"statisch";-0,0048
"2443";"stattlich";0,0876
"2444";"stattlichkeit";0,004
"2445";"stau";-0,0438
"2446";"staunen";0,004
"2447";"stehlen";-0,4944
"2448";"steigen";0,004
"2449";"steigend";0,004
"2450";"steigern";0,004
"2451";"steigerung";0,004
"2452";"steigflug";0,004
"2453";"sterben";-0,0539
"2454";"steuerhinterziehung";-0,0048
"2455";"stiften";0,004
"2456";"stifter";0,004
"2457";"stiftung";0,004
"2458";"stil";0,3398
"2459";"stilllegen";-0,0048
"2460";"stilllegung";-0,0048
"2461";"stillstand";-0,0048
"2462";"stillstehen";-0,0048
"2463";"stilsicher";0,004
"2464";"stilvoll";0,3197
"2465";"stimulation";0,004
"2466";"stimulieren";0,004
"2467";"stinken";-0,1634
"2468";"stocken";-0,0048
"2469";"stolz";0,2979
"2470";"stören";-0,333
"2471";"stornieren";-0,0048
"2472";"stornierung";-0,0048
"2473";"störung";-0,3569
"2474";"störungsfrei";0,004
"2475";"stoß";-0,0048
"2476";"stoßen";-0,3563
"2477";"stottern";-0,0435
"2478";"strafbar";-0,3468
"2479";"strafverfahren";-0,0048
"2480";"strahlen";0,2092
"2481";"strahlend";0,218
"2482";"strapaze";-0,0048
"2483";"streik";-0,0048
"2484";"streiken";-0,044
"2485";"streit";-0,6632
"2486";"streiten";-0,0302
"2487";"streng";-0,3571
"2488";"strenge";-0,0048
"2489";"stress";-0,0048
"2490";"streß";-0,0048
"2491";"strittig";-0,3249
"2492";"stümperhaft";-0,0048
"2493";"stumpfsinnig";-0,0048
"2494";"stupide";-0,0048
"2495";"sturheit";-0,1894
"2496";"stürmisch";-0,0048
"2497";"stürzen";-0,1975
"2498";"stur";-0,1837
"2499";"sturz";-0,6316
"2500";"stütze";0,004
"2501";"stützen";0,004
"2502";"suboptimal";-0,0048
"2503";"subvention";0,004
"2504";"subventionieren";0,004
"2505";"sucht";-0,3505
"2506";"suchtfaktor";0,004
"2507";"süchtig";0,0845
"2508";"sündenbock";-0,3285
"2509";"super";0,5012
"2510";"superlativ";0,004
"2511";"superschnell";0,004
"2512";"süß";0,3616
"2513";"symbiose";0,004
"2514";"sympathie";0,004
"2515";"sympathisch";0,4529
"2516";"sympathisieren";0,004
"2517";"systematisch";0,004
"2518";"tabu";-0,0048
"2519";"tadel";-0,0048
"2520";"tadellos";0,309
"2521";"tadeln";-0,3234
"2522";"tadelnswert";-0,0048
"2523";"tadelsfrei";0,004
"2524";"talent";0,3352
"2525";"talentiert";0,3218
"2526";"tatenlos";-0,0048
"2527";"tätig";0,004
"2528";"tatkräftig";0,004
"2529";"tauglich";0,004
"2530";"täuschen";-0,6192
"2531";"täuschung";-0,3445
"2532";"terror";-0,0048
"2533";"terrorisieren";-0,0048
"2534";"terrorismus";-0,3553
"2535";"teuer";-0,2716
"2536";"teuerung";-0,322
"2537";"teuerungsrate";-0,0048
"2538";"teufelskreis";-0,479
"2539";"teuflisch";-0,1677
"2540";"tiefgreifend";0,004
"2541";"tierisch";0,1135
"2542";"tod";-0,0697
"2543";"todesfall";-0,0048
"2544";"todesstrafe";-0,0048
"2545";"tödlich";-0,3487
"2546";"tolerant";0,1984
"2547";"toleranz";0,004
"2548";"tolerieren";0,004
"2549";"toll";0,5066
"2550";"top";0,3186
"2551";"toppen";0,004
"2552";"torheit";-0,0048
"2553";"töricht";-0,471
"2554";"tot";-0,1683
"2555";"totalitär";-0,0048
"2556";"töten";-0,5203
"2557";"totschlag";-0,0048
"2558";"tradition";0,004
"2559";"traditionell";0,004
"2560";"traditionsreich";0,004
"2561";"träge";-0,3272
"2562";"tragfähig";0,004
"2563";"trägheit";-0,1937
"2564";"tragisch";-0,1847
"2565";"tragödie";-0,0048
"2566";"träne";-0,0562
"2567";"transparent";0,004
"2568";"trauer";-0,0048
"2569";"trauern";-0,1945
"2570";"trauma";-0,0048
"2571";"traumatisch";-0,0048
"2572";"traumatisieren";-0,0048
"2573";"traumhaft";0,5665
"2574";"traurig";-0,1266
"2575";"traurigkeit";-0,0457
"2576";"treffend";0,1023
"2577";"trefflich";0,004
"2578";"trennen";-0,5033
"2579";"trennung";-0,5071
"2580";"treu";0,3526
"2581";"treue";0,2019
"2582";"trist";-0,0424
"2583";"tristesse";-0,0555
"2584";"triumph";0,004
"2585";"triumphal";0,004
"2586";"triumphieren";0,004
"2587";"trophäe";0,004
"2588";"trösten";0,004
"2589";"trost";0,0706
"2590";"trostlos";-0,0467
"2591";"trostlosigkeit";-0,0048
"2592";"trott";-0,0048
"2593";"trottelig";-0,0048
"2594";"trotten";-0,0048
"2595";"trotzen";-0,0048
"2596";"trüb";-0,0048
"2597";"trübsal";-0,189
"2598";"trügerisch";-0,1874
"2599";"trugschluß";-0,0048
"2600";"turbolenz";-0,0048
"2601";"turbolenzen";-0,0048
"2602";"turbulent";-0,0048
"2603";"tyrannei";-0,3243
"2604";"tyrannisch";-0,0048
"2605";"übel";-0,4895
"2606";"übellaunig";-0,0048
"2607";"überdurchschnittlich";0,09
"2608";"übereinkunft";0,004
"2609";"übereinstimmung";0,004
"2610";"überfallen";-0,3457
"2611";"überfluß";0,004
"2612";"überflüssig";-0,5154
"2613";"überflutet";-0,0048
"2614";"überfüllung";-0,0048
"2615";"übergewicht";-0,2011
"2616";"übergewichtig";-0,3215
"2617";"überglücklich";0,004
"2618";"übergroß";0,004
"2619";"überhöhen";-0,0048
"2620";"überhöhung";-0,0048
"2621";"überholen";0,004
"2622";"überlastet";-0,3413
"2623";"überlastung";-0,0048
"2624";"überleben";0,004
"2625";"überlegen";0,004
"2626";"überlegenheit";0,004
"2627";"überlegt";0,004
"2628";"überlegung";0,004
"2629";"übermaß";-0,3337
"2630";"übermäßig";-0,1844
"2631";"übermenschlich";0,004
"2632";"überparteilichkeit";0,004
"2633";"überragend";0,004
"2634";"überraschend";0,004
"2635";"überrascht";0,2438
"2636";"überrunden";0,004
"2637";"überschaubar";0,004
"2638";"überschaubarkeit";0,004
"2639";"überschäumen";0,004
"2640";"überschreiten";-0,0048
"2641";"überschreitung";-0,0048
"2642";"überschuß";-0,1924
"2643";"überschwänglich";0,004
"2644";"überschwänglichkeit";0,004
"2645";"überschwemmen";-0,0048
"2646";"überschwemmung";-0,0048
"2647";"übersehen";-0,5128
"2648";"übersichtlich";0,2253
"2649";"übertreffen";0,004
"2650";"übertreiben";-0,0372
"2651";"übertreibung";-0,0424
"2652";"übertreten";-0,329
"2653";"übertrieben";-0,3203
"2654";"überwältigen";-0,0048
"2655";"überwältigend";0,3312
"2656";"überwältigt";0,0578
"2657";"überwinden";0,004
"2658";"überzeugen";0,3396
"2659";"überzeugend";0,4489
"2660";"überzeugt";0,2381
"2661";"überzeugung";0,004
"2662";"ultimativ";0,004
"2663";"umbruch";0,004
"2664";"umfangreich";0,004
"2665";"umfassend";0,004
"2666";"umgänglich";0,2129
"2667";"umgetauscht";-0,0048
"2668";"umjubelt";0,004
"2669";"umsichtig";0,0846
"2670";"umsorgen";0,0863
"2671";"umständlich";-0,3487
"2672";"umstritten";-0,0048
"2673";"umtausch";-0,343
"2674";"umtauschen";-0,0048
"2675";"umweltschädlich";-0,0048
"2676";"umwerfend";0,1991
"2677";"unabhängig";0,004
"2678";"unabhängigkeit";0,004
"2679";"unachtsam";-0,4488
"2680";"unangefochten";0,004
"2681";"unangemessen";-0,4883
"2682";"unangenehm";-0,4691
"2683";"unanständig";-0,0441
"2684";"unantastbar";0,004
"2685";"unattraktiv";-0,4656
"2686";"unaufgefordert";-0,0048
"2687";"unaufholbar";0,004
"2688";"unaufhörlich";-0,0048
"2689";"unaufrichtig";-0,3091
"2690";"unbarmherzig";-0,3257
"2691";"unbedacht";-0,051
"2692";"unbedeutend";-0,6134
"2693";"unbedingt";0,004
"2694";"unbefriedigend";-0,3343
"2695";"unbefriedigt";-0,319
"2696";"unbefugt";-0,0048
"2697";"unbegrenzt";0,004
"2698";"unbegründet";-0,4923
"2699";"unbehagen";-0,3291
"2700";"unbehaglichkeit";-0,0048
"2701";"unbeliebt";-0,3266
"2702";"unbeliebtheit";-0,0048
"2703";"unbequem";-0,0237
"2704";"unbequemlichkeit";-0,0048
"2705";"unberechtigt";-0,3393
"2706";"unberührt";0,004
"2707";"unbeschreiblich";0,1156
"2708";"unbeschwert";0,3349
"2709";"unbesiegbar";0,004
"2710";"unbesiegbarkeit";0,004
"2711";"unbestimmt";-0,3322
"2712";"unbestimmtheit";-0,0537
"2713";"unbestreitbar";0,004
"2714";"unbestritten";0,004
"2715";"unbewiesen";-0,3113
"2716";"unbezahlbar";0,004
"2717";"unbotmäßig";-0,0048
"2718";"unbrauchbar";-0,4727
"2719";"undankbar";-0,3156
"2720";"undankbarkeit";-0,0048
"2721";"undemokratisch";-0,3259
"2722";"undiplomatisch";-0,0048
"2723";"undiszipliniert";-0,0048
"2724";"undurchführbar";-0,0048
"2725";"undurchsichtig";-0,3279
"2726";"unehrlich";-0,327
"2727";"unehrlichkeit";-0,0048
"2728";"uneingeschränkt";0,004
"2729";"uneinholbar";0,004
"2730";"uneinig";-0,0048
"2731";"uneinigkeit";-0,3289
"2732";"uneinsichtig";-0,0048
"2733";"unerbittlich";-0,3318
"2734";"unerbittlichkeit";-0,0048
"2735";"unerfreulich";-0,0453
"2736";"unerhört";-4e-04
"2737";"unerklärlich";-0,0048
"2738";"unerlaubt";-0,0048
"2739";"unermeßlich";0,004
